Source sentence,Answer sentence,event1,event2,label
" causal </s></s> unrelated </s></s> Oshkosh Truck attributed the downturn in its earnings to higher start-up costs of its new chassis division , a softer motor-home market and higher administrative costs of compliance with government contractor regulations . In anticipation of the start-up of its new factory , the company said a larger-than-normal chassis supply has been built to carry it through the transition period . ",downturn has no relation to said ,downturn ,said ,NONE
" causal </s></s> unrelated </s></s> The charges were partly offset by a $ 2 million gain on the sale of investments of two joint ventures , he said . ",gain is the cause of offset ,gain ,offset ,Cause-Effect
" causal </s></s> unrelated </s></s> The charges were partly offset by a $ 2 million gain on the sale of investments of two joint ventures , he said . in addition , the loss was magnified by nonrecurring charges totaling $ 23.5 million and $ 8.2 million in asset-valuation adjustments that he described as "" unusual . "" ",sale has no relation to loss ,sale ,loss ,NONE
" causal </s></s> unrelated </s></s> Automatic Data is redeeming the bonds because the after-tax cost of the interest on the bonds is higher than the dividend yield on the common , a spokesman said . ",higher is the cause of redeeming ,higher ,redeeming ,Cause-Effect
" causal </s></s> unrelated </s></s> Automatic Data Processing Inc. plans to redeem on Nov . 16 its $ 150 million of 6.5 % convertible subordinated debentures due March 1 , 2011 . The computing-services concern will pay $ 1,059.04 for each $ 1,000 face amount of debt . ",plans has no relation to pay ,plans ,pay ,NONE
" causal </s></s> unrelated </s></s> Poughkeepsie also expects to post a one-time charge of $ 8.3 million , resulting in a net loss for the third quarter . ",post is the cause of loss ,post ,loss ,Cause-Effect
 causal </s></s> unrelated </s></s> The bank also said its effort would continue past the Nov . 1 deadline set in that agreement and that the litigation between the two sides might resume as a result . ,continue is the cause of resume ,continue ,resume ,Cause-Effect
" causal </s></s> unrelated </s></s> Poughkeepsie Savings Bank said a plan to sell its South Carolina branch offices to First Citizens Bank , of Columbia , S.C., fell through . In the year-earlier third quarter , Poughkeepsie Savings had net income of $ 2.8 million , or 77 cents a share . ",said has no relation to had ,said ,had ,NONE
 causal </s></s> unrelated </s></s> The thrift and the holders had suspended their lawsuits as part of the agreement . The bank also said its effort would continue past the Nov . 1 deadline set in that agreement and that the litigation between the two sides might resume as a result . ,suspended has no relation to continue ,suspended ,continue ,NONE
 causal </s></s> unrelated </s></s> The move boosts Intelogic Chairman Asher Edelman 's stake to 20 % from 16.2 % and may help prevent Martin Ackerman from making a run at the computer-services concern . ,move is the cause of making ,move ,making ,Cause-Effect
" causal </s></s> unrelated </s></s> In New York Stock Exchange composite trading yesterday , Intelogic shares rose 37.5 cents to close at $ 2.75 . Mr. Edelman declined to specify what prompted the recent moves , saying they are meant only to benefit shareholders when "" the company is on a roll . "" ",close has no relation to declined ,close ,declined ,NONE
" causal </s></s> unrelated </s></s> Compaq Computer Corp. said that its net income rose 51 % in the third quarter , bolstered by unusual gains from its investment in a disk-drive maker and reflecting continued growth in its European operations . ",gains is the cause of bolstered ,gains ,bolstered ,Cause-Effect
" causal </s></s> unrelated </s></s> Compaq Computer Corp. said that its net income rose 51 % in the third quarter , bolstered by unusual gains from its investment in a disk-drive maker and reflecting continued growth in its European operations . ",investment is the cause of bolstered ,investment ,bolstered ,Cause-Effect
" causal </s></s> unrelated </s></s> Compaq Computer Corp. said that its net income rose 51 % in the third quarter , bolstered by unusual gains from its investment in a disk-drive maker and reflecting continued growth in its European operations . ",growth is the cause of rose ,growth ,rose ,Cause-Effect
" causal </s></s> unrelated </s></s> Mr. Swavely said the new space will allow Compaq to increase the manufacturing capacity of its plant in Erskine , Scotland . "" Over the next couple of years we would not be surprised to see Europe and international { sales } represent 50 % of the company 's revenues , "" he said . ",said has no relation to said ,said ,said ,NONE
" causal </s></s> unrelated </s></s> Compaq Computer Corp. said that its net income rose 51 % in the third quarter , bolstered by unusual gains from its investment in a disk-drive maker and reflecting continued growth in its European operations . ",growth has no relation to gains ,growth ,gains ,NONE
" causal </s></s> unrelated </s></s> The latest quarter 's results , however , included a pretax gain of $ 13.7 million , or 20 cents a share , in the carrying value of the company 's investment in Conner Peripherals Inc. and a $ 7.6 million gain , or 11 cents a share , from the sale of one million Conner shares . Compaq Computer Corp. said that its net income rose 51 % in the third quarter , bolstered by unusual gains from its investment in a disk-drive maker and reflecting continued growth in its European operations . ",sale has no relation to bolstered ,sale ,bolstered ,NONE
 causal </s></s> unrelated </s></s> Just the fact that we 're doing the job that we 're doing makes us role models . ,doing is the cause of role models ,doing ,role models ,Cause-Effect
" causal </s></s> unrelated </s></s> In space , some say female pilots were held up until now by the lack of piloting opportunities for them in the military . ",lack is the cause of held ,lack ,held ,Cause-Effect
" causal </s></s> unrelated </s></s> It was n't until twenty years after the first astronauts were chosen that NASA finally included six women , and they were all scientists , not pilots . Finally today , we learned that the space agency has finally taken a giant leap forward . ",chosen has no relation to taken ,chosen ,taken ,NONE
