Source sentence,Answer sentence,event1,event2,label,type
 causal </s></s> unrelated </s></s> By 8 . 30am crews were using thermal imaging cameras to identify hotspots and an investigation into the cause of the fire was under way . ,identify is the cause of using ,identify ,using ,Cause-Effect,intra
 causal </s></s> unrelated </s></s> By 6 . 30am the fire had been contained using water and foam and police had been called . FIRE crews from Tiverton and Cullompton were this morning called in to help fight a major blaze at the Waitrose supermarket in Wellington . ,fire is the cause of fight ,fire ,fight ,Cause-Effect,inter
 causal </s></s> unrelated </s></s> By 8 . 30am crews were using thermal imaging cameras to identify hotspots and an investigation into the cause of the fire was under way . By 6 . 30am the fire had been contained using water and foam and police had been called . ,fire is the cause of called ,fire ,called ,Cause-Effect,inter
 causal </s></s> unrelated </s></s> FIRE crews from Tiverton and Cullompton were this morning called in to help fight a major blaze at the Waitrose supermarket in Wellington . By 8 . 30am crews were using thermal imaging cameras to identify hotspots and an investigation into the cause of the fire was under way . ,blaze is the cause of investigation ,blaze ,investigation ,Cause-Effect,inter
 causal </s></s> unrelated </s></s> By 6 . 30am the fire had been contained using water and foam and police had been called . The fire has destroyed a large section of the store and fire crews and investigators are still on the scene . ,fire is the cause of destroyed ,fire ,destroyed ,Cause-Effect,inter
 causal </s></s> unrelated </s></s> FIRE crews from Tiverton and Cullompton were this morning called in to help fight a major blaze at the Waitrose supermarket in Wellington . The fire has destroyed a large section of the store and fire crews and investigators are still on the scene . ,blaze is the cause of destroyed ,blaze ,destroyed ,Cause-Effect,inter
 causal </s></s> unrelated </s></s> FIRE crews from Tiverton and Cullompton were this morning called in to help fight a major blaze at the Waitrose supermarket in Wellington . Major fire at supermarket ,fight is the cause of fire ,fight ,fire ,Cause-Effect,inter
 causal </s></s> unrelated </s></s> FIRE crews from Tiverton and Cullompton were this morning called in to help fight a major blaze at the Waitrose supermarket in Wellington . ,blaze is the cause of called in ,blaze ,called in ,Cause-Effect,intra
 causal </s></s> unrelated </s></s> The fire has destroyed a large section of the store and fire crews and investigators are still on the scene . By 6 . 30am the fire had been contained using water and foam and police had been called . ,fire is the cause of called ,fire ,called ,Cause-Effect,inter
 causal </s></s> unrelated </s></s> Major fire at supermarket FIRE crews from Tiverton and Cullompton were this morning called in to help fight a major blaze at the Waitrose supermarket in Wellington . ,fire has no relation to help ,fire ,help ,NONE,inter
 causal </s></s> unrelated </s></s> Major fire at supermarket The fire has destroyed a large section of the store and fire crews and investigators are still on the scene . ,fire has no relation to fire ,fire ,fire ,NONE,inter
 causal </s></s> unrelated </s></s> By 8 . 30am crews were using thermal imaging cameras to identify hotspots and an investigation into the cause of the fire was under way . ,identify has no relation to fire ,identify ,fire ,NONE,intra
 causal </s></s> unrelated </s></s> By 8 . 30am crews were using thermal imaging cameras to identify hotspots and an investigation into the cause of the fire was under way . By 6 . 30am the fire had been contained using water and foam and police had been called . ,cause has no relation to called ,cause ,called ,NONE,inter
 causal </s></s> unrelated </s></s> By 8 . 30am crews were using thermal imaging cameras to identify hotspots and an investigation into the cause of the fire was under way . ,cause has no relation to under way ,cause ,under way ,NONE,intra
 causal </s></s> unrelated </s></s> FIRE crews from Tiverton and Cullompton were this morning called in to help fight a major blaze at the Waitrose supermarket in Wellington . ,help has no relation to blaze ,help ,blaze ,NONE,intra
 causal </s></s> unrelated </s></s> By 6 . 30am the fire had been contained using water and foam and police had been called . FIRE crews from Tiverton and Cullompton were this morning called in to help fight a major blaze at the Waitrose supermarket in Wellington . ,called has no relation to called in ,called ,called in ,NONE,inter
 causal </s></s> unrelated </s></s> FIRE crews from Tiverton and Cullompton were this morning called in to help fight a major blaze at the Waitrose supermarket in Wellington . By 6 . 30am the fire had been contained using water and foam and police had been called . ,fight has no relation to using ,fight ,using ,NONE,inter
 causal </s></s> unrelated </s></s> The fire has destroyed a large section of the store and fire crews and investigators are still on the scene . By 8 . 30am crews were using thermal imaging cameras to identify hotspots and an investigation into the cause of the fire was under way . ,fire has no relation to identify ,fire ,identify ,NONE,inter
 causal </s></s> unrelated </s></s> FIRE crews from Tiverton and Cullompton were this morning called in to help fight a major blaze at the Waitrose supermarket in Wellington . The fire has destroyed a large section of the store and fire crews and investigators are still on the scene . ,fight has no relation to destroyed ,fight ,destroyed ,NONE,inter
 causal </s></s> unrelated </s></s> By 6 . 30am the fire had been contained using water and foam and police had been called . ,fire has no relation to using ,fire ,using ,NONE,intra
 causal </s></s> unrelated </s></s> FIRE crews from Tiverton and Cullompton were this morning called in to help fight a major blaze at the Waitrose supermarket in Wellington . By 8 . 30am crews were using thermal imaging cameras to identify hotspots and an investigation into the cause of the fire was under way . ,called in has no relation to using ,called in ,using ,NONE,inter
 causal </s></s> unrelated </s></s> The fire has destroyed a large section of the store and fire crews and investigators are still on the scene . By 8 . 30am crews were using thermal imaging cameras to identify hotspots and an investigation into the cause of the fire was under way . ,fire has no relation to using ,fire ,using ,NONE,inter
 causal </s></s> unrelated </s></s> FIRE crews from Tiverton and Cullompton were this morning called in to help fight a major blaze at the Waitrose supermarket in Wellington . By 8 . 30am crews were using thermal imaging cameras to identify hotspots and an investigation into the cause of the fire was under way . ,help has no relation to investigation ,help ,investigation ,NONE,inter
 causal </s></s> unrelated </s></s> The fire has destroyed a large section of the store and fire crews and investigators are still on the scene . Major fire at supermarket ,fire has no relation to fire ,fire ,fire ,NONE,inter
 causal </s></s> unrelated </s></s> FIRE crews from Tiverton and Cullompton were this morning called in to help fight a major blaze at the Waitrose supermarket in Wellington . By 8 . 30am crews were using thermal imaging cameras to identify hotspots and an investigation into the cause of the fire was under way . ,blaze has no relation to identify ,blaze ,identify ,NONE,inter
 causal </s></s> unrelated </s></s> A FIRE has badly damaged the Waitrose supermarket in Wellington's High Street . Eight crews fought the blaze which broke out in the early hours of Sunday morning . ,FIRE is the cause of fought ,FIRE ,fought ,Cause-Effect,inter
 causal </s></s> unrelated </s></s> Fire at Waitrose in Wellington A FIRE has badly damaged the Waitrose supermarket in Wellington's High Street . ,Fire is the cause of damaged ,Fire ,damaged ,Cause-Effect,inter
 causal </s></s> unrelated </s></s> Eight crews fought the blaze which broke out in the early hours of Sunday morning . ,blaze is the cause of fought ,blaze ,fought ,Cause-Effect,intra
 causal </s></s> unrelated </s></s> A FIRE has badly damaged the Waitrose supermarket in Wellington's High Street . ,FIRE is the cause of damaged ,FIRE ,damaged ,Cause-Effect,intra
 causal </s></s> unrelated </s></s> Eight crews fought the blaze which broke out in the early hours of Sunday morning . A FIRE has badly damaged the Waitrose supermarket in Wellington's High Street . ,blaze is the cause of damaged ,blaze ,damaged ,Cause-Effect,inter
 causal </s></s> unrelated </s></s> Fire at Waitrose in Wellington Eight crews fought the blaze which broke out in the early hours of Sunday morning . ,Fire is the cause of fought ,Fire ,fought ,Cause-Effect,inter
 causal </s></s> unrelated </s></s> A FIRE has badly damaged the Waitrose supermarket in Wellington's High Street . Eight crews fought the blaze which broke out in the early hours of Sunday morning . ,FIRE has no relation to broke out ,FIRE ,broke out ,NONE,inter
 causal </s></s> unrelated </s></s> Eight crews fought the blaze which broke out in the early hours of Sunday morning . ,broke out has no relation to blaze ,broke out ,blaze ,NONE,intra
 causal </s></s> unrelated </s></s> Fire at Waitrose in Wellington A FIRE has badly damaged the Waitrose supermarket in Wellington's High Street . ,Fire has no relation to FIRE ,Fire ,FIRE ,NONE,inter
 causal </s></s> unrelated </s></s> A FIRE has badly damaged the Waitrose supermarket in Wellington's High Street . Eight crews fought the blaze which broke out in the early hours of Sunday morning . ,FIRE has no relation to broke out ,FIRE ,broke out ,NONE,inter
