Source sentence,Answer sentence,Event1,Event2,labels
"Officials said Arcade Joseph Comeaux Jr . , 49 , took two transport officers hostage on Monday morning and then escaped from the vehicle and took off on foot , MyFoxHouston . com reports . The Texas Department of Criminal Justice is searching for an escaped inmate who is considered armed and dangerous , MyFoxHouston . com reports . ",escaped is the cause of searching ,escaped ,searching ,Cause-Effect
"The NYDN says that LiLo eventually made it to Morningside Recovery in Newport Beach , but two minutes after she walked through the door , she walked back through it and left . ",walked is the cause of left ,walked ,left ,Cause-Effect
"In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations . ",revealed have no relationship to violations ,revealed ,violations ,NONE
"Before he was fatally shot , Los Angeles County Sheriff's Deputy Jerry Ortiz was looking for a man considered to be a ""career criminal"" and was hoping to arrest him on suspicion of attempted murder , officials said Saturday . ",said have no relationship to arrest ,said ,arrest ,NONE
"Because it didn't down here at Cell Block G . Dubai experienced a slight ""tremor"" today , after a more serious earthquake in Southern Iran , resulting in the evacuation of Emirates Towers and a few other scrapers : ",earthquake have no relationship to experienced ,earthquake ,experienced ,NONE
"Wladimir Klitschko won his 16th straight fight today , successfully defending the WBA , WBO , and IBF heavyweight titles against Tony Thompson , stopping the 40 - year - old American in the sixth round of a fight that was never really close . ",fight is the cause of stopping ,fight ,stopping ,Cause-Effect
A jury on Tuesday convicted a man charged in an April 2007 shooting at a Troy accounting firm that left a receptionist dead and two managing partners wounded . ,shooting is the cause of charged ,shooting ,charged ,Cause-Effect
"A refugee camp in South Sudan's Unity state was bombed on Thursday , South Sudan officials and witnesses said , threatening to raise tensions with Sudan . ",bombed is the cause of tensions ,bombed ,tensions ,Cause-Effect
"Indian Navy patrolling the Gulf of Aden yesterday thwarted a multi - boat attack by sea brigands on merchant vessels , apprehending 26 Somali pirates and confiscating arms and ammunition , in the fifth successful anti - piracy operation since September . This is the fifth successful anti - piracy operation conducted by INS Sukanya in the course of her ongoing patrol mission in the Gulf of Aden that commenced in September , the navy said . ",apprehending have no relationship to mission ,apprehending ,mission ,NONE
"A man who was fired last week from his job at an accounting firm in suburban Detroit walked into his former office with a shotgun on Monday and shot three people , killing one , before fleeing and leading police officers on a high - speed chase , the authorities said . ",fleeing have no relationship to walked ,fleeing ,walked ,NONE
A fired accountant accused of wounding two former bosses in a shotgun attack and killing a receptionist who tried to stop him was arraigned Wednesday on murder and other charges . ,killing have no relationship to tried ,killing ,tried ,NONE
"TMZ also reports that Lohan has re - hired attorney Shawn Holley . The actress , 26 , checked in late Thursday night , TMZ reports , barely making the deadline and dodging an arrest warrant . ",reports have no relationship to reports ,reports ,reports ,NONE
"Vincent Jackson , the Chargers receiver , was also recently arrested on allegations of DUI . ",DUI is the cause of arrested ,DUI ,arrested ,Cause-Effect
"""A man suspected of shooting three people , killing one , at an accounting firm where was fired last week was arrested after a high - speed chase a few hours after the Monday morning attack , authorities said . Troy , Michigan Office Shooting Follow - Up - 1 Dead , 2 Injured , and Suspect Caught ",fired have no relationship to Injured ,fired ,Injured ,NONE
Klitschko utilized good ring smarts and superior punching power to systematically break Thompson down . ,punching is the cause of break down ,punching ,break down ,Cause-Effect
The fire that destroyed the original Matanuska Maid Dairy warehouse in Palmer on Tuesday took a piece of Alaska ’ s history . The cause of the fire has not been determined . ,fire have no relationship to determined ,fire ,determined ,NONE
"At the time of the escape , the inmate was in a wheelchair , which he claimed he needed to help move him around , officials said . A convicted sex offender sentenced to life in prison pulled a gun on two guards during a prison transfer Monday and held them hostage temporarily before fleeing on foot in one of the guard's uniforms , authorities said . ",move is the cause of fleeing ,move ,fleeing ,Cause-Effect
"Yesterday , Armstead told jurors at the Brooklyn Supreme Court trial about the moment she was struck in the shooting , which was allegedly sparked by a gangland territorial beef . The disturbing evidence was made public at the trial of the two men accused of killing Zurana Horton from a Brownsville rooftop in 2011 . ",which is the cause of trial ,which ,trial ,Cause-Effect
"A series of aftershocks have hit the island since it was first rocked by a magnitude - 5 . 9 earthquake early Sunday afternoon . Aftershocks jolt Iran's Qeshm island , death toll rises to 10 ",aftershocks is the cause of death ,aftershocks ,death ,Cause-Effect
"Sheriff Deputy Ortiz , 35 , with LASD's Gang Enforcement Unit , was killed June 24 , 2005 outside an apartment in the 12000 block of East 223rd Street in Hawaiian Gardens while investigating a June 20 shooting in which Orozco was a suspect . Hawaiian Gardens Gangmember Convicted Of Murdering Lakewood Stn . Sheriff's Deputy Jerry Ortiz ",killed is the cause of Convicted ,killed ,Convicted ,Cause-Effect
"An 8 . 7 - magnitude earthquake also hit off the city of Banda Aceh in Sumatra Island in May 2012 , triggering regional tsunami alerts . On April 20 , a 6 . 4 - magnitude earthquake jolted Indonesia's Maluku , but caused no casualties or material damage . ",hit have no relationship to material damage ,hit ,material damage ,NONE
Comeaux escaped Monday morning as transport officers tried to move him in a TDCJ van from the Estelle prison unit in Huntsville to the Stiles Unit in Beaumont . ,move is the cause of escaped ,move ,escaped ,Cause-Effect
"The state's Fire Marshal's office is assisting in the investigation of the cause of the fire , and anyone with knowledge of the fire is asked to call Palmer Police Sergeant Shayne La Croix at 907 - 745 - 4811 . ",call have no relationship to fire ,call ,fire ,NONE
"The Greek prime minister has denounced what he called the ""murder"" of three bank workers killed when the building they were in was torched during protests in Athens against harsh new austerity measures . The two women and a man were killed during demonstrations by tens of thousands who marched through Athens . ",torched is the cause of killed ,torched ,killed ,Cause-Effect
"'There ’ s a lot of anger here' : Riot breaks out in Brooklyn following candlelight vigil for 16 - year - old shot by cops Anger over the death of a Brooklyn teenager shot and killed by police fueled a riot on the streets of East Flatbush Monday — projectiles were hurled at cops , car windows were smashed and a pharmacy customer had a bottle bashed over his head . ",shot is the cause of death ,shot ,death ,Cause-Effect
Andrew Lopez was found guilty of second - degree murder and two counts of first - degree assault in the death of Zurana Horton . Jury finds Andrew Lopez guilty in murder of Zurana Horton ,first  degree assault is the cause of guilty ,first  degree assault ,guilty ,Cause-Effect
